participant_id,random_id,condition,trial_index,trial_number,time_elapsed,stimulus,object_id,stimulus_type,response,correct_response,correct_response_key,correct,is_right,rt,participant_thoughts,participant_difficulties
raccoon,p0c3y7vydr1,smaller,274,90,342323,stimuli/31-Congruent.jpg,31,congruent,m,right,m,TRUE,1,370,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,277,91,343795,stimuli/2-Inongruent.jpg,2,incongruent,z,left,z,TRUE,1,304,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,280,92,345275,stimuli/2-Congruent.jpg,2,congruent,m,right,m,TRUE,1,324,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,283,93,346731,stimuli/18-Inongruent.jpg,18,incongruent,z,left,z,TRUE,1,290,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,286,94,348115,stimuli/2-Congruent.jpg,2,congruent,m,right,m,TRUE,1,247,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,289,95,349571,stimuli/17-Congruent.jpg,17,congruent,m,right,m,TRUE,1,284,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,292,96,350947,stimuli/23-Inongruent.jpg,23,incongruent,z,left,z,TRUE,1,186,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,295,97,352187,stimuli/18-Inongruent.jpg,18,incongruent,m,left,z,FALSE,0,93,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,298,98,353427,stimuli/6-Inongruent.jpg,6,incongruent,z,left,z,TRUE,1,55,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,301,99,354755,stimuli/26-Inongruent.jpg,26,incongruent,z,left,z,TRUE,1,154,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,304,100,356307,stimuli/6-Congruent.jpg,6,congruent,m,right,m,TRUE,1,361,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,307,101,357683,stimuli/1-Congruent.jpg,1,congruent,z,right,m,FALSE,0,200,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,310,102,359203,stimuli/7-Inongruent.jpg,7,incongruent,z,left,z,TRUE,1,358,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,313,103,360739,stimuli/33-Congruent.jpg,33,congruent,m,right,m,TRUE,1,386,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,316,104,362283,stimuli/25-Congruent.jpg,25,congruent,m,right,m,TRUE,1,367,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,319,105,363835,stimuli/33-Inongruent.jpg,33,incongruent,z,left,z,TRUE,1,374,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,322,106,365491,stimuli/12-Inongruent.jpg,12,incongruent,m,left,z,FALSE,0,499,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,325,107,367131,stimuli/14-Congruent.jpg,14,congruent,m,right,m,TRUE,1,445,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,328,108,368699,stimuli/23-Congruent.jpg,23,congruent,m,right,m,TRUE,1,380,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,331,109,370203,stimuli/8-Inongruent.jpg,8,incongruent,z,left,z,TRUE,1,319,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,334,110,371851,stimuli/28-Inongruent.jpg,28,incongruent,z,left,z,TRUE,1,482,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,337,111,373395,stimuli/26-Congruent.jpg,26,congruent,m,right,m,TRUE,1,379,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,340,112,374891,stimuli/31-Inongruent.jpg,31,incongruent,z,left,z,TRUE,1,333,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,343,113,376403,stimuli/10-Congruent.jpg,10,congruent,m,right,m,TRUE,1,344,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,346,114,378035,stimuli/3-Congruent.jpg,3,congruent,m,right,m,TRUE,1,442,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,349,115,379707,stimuli/9-Congruent.jpg,9,congruent,m,right,m,TRUE,1,496,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,352,116,381363,stimuli/3-Congruent.jpg,3,congruent,m,right,m,TRUE,1,468,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,355,117,383011,stimuli/1-Inongruent.jpg,1,incongruent,z,left,z,TRUE,1,445,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,358,118,384819,stimuli/8-Inongruent.jpg,8,incongruent,z,left,z,TRUE,1,652,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,361,119,386539,stimuli/20-Inongruent.jpg,20,incongruent,z,left,z,TRUE,1,553,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,364,120,388531,stimuli/19-Congruent.jpg,19,congruent,m,right,m,TRUE,1,821,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,367,121,390131,stimuli/35-Inongruent.jpg,35,incongruent,z,left,z,TRUE,1,408,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,370,122,391731,stimuli/26-Congruent.jpg,26,congruent,m,right,m,TRUE,1,414,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,373,123,393443,stimuli/28-Congruent.jpg,28,congruent,m,right,m,TRUE,1,512,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,376,124,395059,stimuli/7-Congruent.jpg,7,congruent,m,right,m,TRUE,1,421,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,379,125,396699,stimuli/34-Inongruent.jpg,34,incongruent,z,left,z,TRUE,1,442,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,382,126,398411,stimuli/33-Inongruent.jpg,33,incongruent,z,left,z,TRUE,1,539,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,385,127,399859,stimuli/25-Congruent.jpg,25,congruent,m,right,m,TRUE,1,259,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,388,128,401811,stimuli/36-Inongruent.jpg,36,incongruent,z,left,z,TRUE,1,737,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,391,129,403731,stimuli/27-Congruent.jpg,27,congruent,m,right,m,TRUE,1,742,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,394,130,405379,stimuli/9-Congruent.jpg,9,congruent,m,right,m,TRUE,1,450,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,397,131,406987,stimuli/4-Inongruent.jpg,4,incongruent,z,left,z,TRUE,1,424,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,400,132,408547,stimuli/20-Congruent.jpg,20,congruent,m,right,m,TRUE,1,373,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,403,133,410139,stimuli/10-Congruent.jpg,10,congruent,m,right,m,TRUE,1,394,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,406,134,411731,stimuli/7-Inongruent.jpg,7,incongruent,z,left,z,TRUE,1,390,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,409,135,413427,stimuli/30-Inongruent.jpg,30,incongruent,z,left,z,TRUE,1,492,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,412,136,415035,stimuli/16-Congruent.jpg,16,congruent,m,right,m,TRUE,1,420,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,415,137,416739,stimuli/5-Congruent.jpg,5,congruent,m,right,m,TRUE,1,510,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,418,138,418299,stimuli/29-Inongruent.jpg,29,incongruent,z,left,z,TRUE,1,344,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,421,139,419891,stimuli/32-Inongruent.jpg,32,incongruent,z,left,z,TRUE,1,395,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,424,140,421395,stimuli/15-Inongruent.jpg,15,incongruent,z,left,z,TRUE,1,311,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,427,141,422979,stimuli/3-Inongruent.jpg,3,incongruent,z,left,z,TRUE,1,392,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,430,142,424571,stimuli/22-Inongruent.jpg,22,incongruent,z,left,z,TRUE,1,323,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,433,143,426155,stimuli/1-Inongruent.jpg,1,incongruent,z,left,z,TRUE,1,396,see how size affects our perception,no
raccoon,p0c3y7vydr1,smaller,436,144,427779,stimuli/30-Congruent.jpg,30,congruent,m,right,m,TRUE,1,452,see how size affects our perception,no
llama,p0uwu2pmdrx,smaller,7,1,18521,stimuli/36-Inongruent.jpg,36,incongruent,z,left,z,TRUE,1,581,how we percieve size,no
llama,p0uwu2pmdrx,smaller,10,2,21219,stimuli/6-Inongruent.jpg,6,incongruent,z,left,z,TRUE,1,790,how we percieve size,no
llama,p0uwu2pmdrx,smaller,13,3,23888,stimuli/32-Congruent.jpg,32,congruent,m,right,m,TRUE,1,762,how we percieve size,no
llama,p0uwu2pmdrx,smaller,16,4,26341,stimuli/16-Congruent.jpg,16,congruent,m,right,m,TRUE,1,547,how we percieve size,no
llama,p0uwu2pmdrx,smaller,19,5,28880,stimuli/5-Congruent.jpg,5,congruent,m,right,m,TRUE,1,634,how we percieve size,no
llama,p0uwu2pmdrx,smaller,22,6,31342,stimuli/15-Inongruent.jpg,15,incongruent,z,left,z,TRUE,1,556,how we percieve size,no
llama,p0uwu2pmdrx,smaller,25,7,34093,stimuli/5-Congruent.jpg,5,congruent,m,right,m,TRUE,1,846,how we percieve size,no
llama,p0uwu2pmdrx,smaller,28,8,36500,stimuli/4-Inongruent.jpg,4,incongruent,z,left,z,TRUE,1,501,how we percieve size,no
llama,p0uwu2pmdrx,smaller,31,9,38842,stimuli/34-Congruent.jpg,34,congruent,m,right,m,TRUE,1,436,how we percieve size,no
llama,p0uwu2pmdrx,smaller,34,10,42125,stimuli/18-Congruent.jpg,18,congruent,m,right,m,TRUE,1,1377,how we percieve size,no
llama,p0uwu2pmdrx,smaller,37,11,44665,stimuli/14-Inongruent.jpg,14,incongruent,z,left,z,TRUE,1,633,how we percieve size,no
llama,p0uwu2pmdrx,smaller,40,12,47562,stimuli/18-Congruent.jpg,18,congruent,m,right,m,TRUE,1,991,how we percieve size,no
llama,p0uwu2pmdrx,smaller,43,13,50076,stimuli/11-Inongruent.jpg,11,incongruent,z,left,z,TRUE,1,607,how we percieve size,no
llama,p0uwu2pmdrx,smaller,46,14,52469,stimuli/14-Congruent.jpg,14,congruent,m,right,m,TRUE,1,488,how we percieve size,no
llama,p0uwu2pmdrx,smaller,49,15,54805,stimuli/4-Inongruent.jpg,4,incongruent,z,left,z,TRUE,1,431,how we percieve size,no
llama,p0uwu2pmdrx,smaller,52,16,57447,stimuli/10-Congruent.jpg,10,congruent,m,right,m,TRUE,1,736,how we percieve size,no
llama,p0uwu2pmdrx,smaller,55,17,59951,stimuli/3-Inongruent.jpg,3,incongruent,z,left,z,TRUE,1,598,how we percieve size,no
llama,p0uwu2pmdrx,smaller,58,18,62418,stimuli/27-Inongruent.jpg,27,incongruent,z,left,z,TRUE,1,561,how we percieve size,no
llama,p0uwu2pmdrx,smaller,61,19,64808,stimuli/5-Inongruent.jpg,5,incongruent,z,left,z,TRUE,1,485,how we percieve size,no
llama,p0uwu2pmdrx,smaller,64,20,67547,stimuli/14-Inongruent.jpg,14,incongruent,z,left,z,TRUE,1,832,how we percieve size,no
llama,p0uwu2pmdrx,smaller,67,21,88647,stimuli/17-Inongruent.jpg,17,incongruent,z,left,z,TRUE,1,19193,how we percieve size,no
llama,p0uwu2pmdrx,smaller,70,22,96955,stimuli/27-Congruent.jpg,27,congruent,m,right,m,TRUE,1,6403,how we percieve size,no
llama,p0uwu2pmdrx,smaller,73,23,111605,stimuli/11-Inongruent.jpg,11,incongruent,z,left,z,TRUE,1,12745,how we percieve size,no
llama,p0uwu2pmdrx,smaller,76,24,114882,stimuli/7-Congruent.jpg,7,congruent,m,right,m,TRUE,1,1371,how we percieve size,no
llama,p0uwu2pmdrx,smaller,79,25,121255,stimuli/15-Inongruent.jpg,15,incongruent,z,left,z,TRUE,1,4468,how we percieve size,no
llama,p0uwu2pmdrx,smaller,82,26,123700,stimuli/15-Congruent.jpg,15,congruent,m,right,m,TRUE,1,538,how we percieve size,no
llama,p0uwu2pmdrx,smaller,85,27,126111,stimuli/35-Congruent.jpg,35,congruent,m,right,m,TRUE,1,505,how we percieve size,no
llama,p0uwu2pmdrx,smaller,88,28,128407,stimuli/26-Inongruent.jpg,26,incongruent,z,left,z,TRUE,1,390,how we percieve size,no
llama,p0uwu2pmdrx,smaller,91,29,130803,stimuli/1-Congruent.jpg,1,congruent,m,right,m,TRUE,1,488,how we percieve size,no
llama,p0uwu2pmdrx,smaller,94,30,133201,stimuli/26-Congruent.jpg,26,congruent,m,right,m,TRUE,1,492,how we percieve size,no
llama,p0uwu2pmdrx,smaller,97,31,136052,stimuli/7-Congruent.jpg,7,congruent,m,right,m,TRUE,1,944,how we percieve size,no
llama,p0uwu2pmdrx,smaller,100,32,138562,stimuli/15-Congruent.jpg,15,congruent,m,right,m,TRUE,1,604,how we percieve size,no
llama,p0uwu2pmdrx,smaller,103,33,140948,stimuli/35-Congruent.jpg,35,congruent,m,right,m,TRUE,1,480,how we percieve size,no
llama,p0uwu2pmdrx,smaller,106,34,143259,stimuli/7-Inongruent.jpg,7,incongruent,m,left,z,FALSE,0,406,how we percieve size,no
llama,p0uwu2pmdrx,smaller,109,35,146515,stimuli/13-Congruent.jpg,13,congruent,m,right,m,TRUE,1,454,how we percieve size,no
llama,p0uwu2pmdrx,smaller,112,36,149542,stimuli/17-Congruent.jpg,17,congruent,m,right,m,TRUE,1,1121,how we percieve size,no
llama,p0uwu2pmdrx,smaller,115,37,151907,stimuli/33-Congruent.jpg,33,congruent,m,right,m,TRUE,1,459,how we percieve size,no
llama,p0uwu2pmdrx,smaller,118,38,154244,stimuli/8-Congruent.jpg,8,congruent,m,right,m,TRUE,1,432,how we percieve size,no
llama,p0uwu2pmdrx,smaller,121,39,156565,stimuli/9-Inongruent.jpg,9,incongruent,z,left,z,TRUE,1,416,how we percieve size,no
llama,p0uwu2pmdrx,smaller,124,40,159007,stimuli/28-Congruent.jpg,28,congruent,m,right,m,TRUE,1,534,how we percieve size,no
llama,p0uwu2pmdrx,smaller,127,41,161422,stimuli/25-Congruent.jpg,25,congruent,m,right,m,TRUE,1,509,how we percieve size,no
llama,p0uwu2pmdrx,smaller,130,42,177522,stimuli/11-Congruent.jpg,11,congruent,m,right,m,TRUE,1,14193,how we percieve size,no
llama,p0uwu2pmdrx,smaller,133,43,179985,stimuli/28-Inongruent.jpg,28,incongruent,z,left,z,TRUE,1,558,how we percieve size,no
llama,p0uwu2pmdrx,smaller,136,44,197653,stimuli/33-Inongruent.jpg,33,incongruent,z,left,z,TRUE,1,15762,how we percieve size,no
llama,p0uwu2pmdrx,smaller,139,45,200008,stimuli/3-Congruent.jpg,3,congruent,m,right,m,TRUE,1,447,how we percieve size,no
llama,p0uwu2pmdrx,smaller,142,46,202309,stimuli/13-Congruent.jpg,13,congruent,m,right,m,TRUE,1,398,how we percieve size,no
llama,p0uwu2pmdrx,smaller,145,47,204585,stimuli/2-Congruent.jpg,2,congruent,m,right,m,TRUE,1,370,how we percieve size,no
llama,p0uwu2pmdrx,smaller,148,48,206898,stimuli/24-Inongruent.jpg,24,incongruent,z,left,z,TRUE,1,408,how we percieve size,no
llama,p0uwu2pmdrx,smaller,151,49,209165,stimuli/35-Inongruent.jpg,35,incongruent,z,left,z,TRUE,1,361,how we percieve size,no
llama,p0uwu2pmdrx,smaller,154,50,211369,stimuli/16-Congruent.jpg,16,congruent,m,right,m,TRUE,1,298,how we percieve size,no
llama,p0uwu2pmdrx,smaller,157,51,213762,stimuli/33-Inongruent.jpg,33,incongruent,z,left,z,TRUE,1,486,how we percieve size,no
llama,p0uwu2pmdrx,smaller,160,52,216061,stimuli/11-Congruent.jpg,11,congruent,m,right,m,TRUE,1,393,how we percieve size,no
llama,p0uwu2pmdrx,smaller,163,53,218653,stimuli/24-Congruent.jpg,24,congruent,m,right,m,TRUE,1,687,how we percieve size,no
llama,p0uwu2pmdrx,smaller,166,54,220903,stimuli/10-Inongruent.jpg,10,incongruent,z,left,z,TRUE,1,344,how we percieve size,no
llama,p0uwu2pmdrx,smaller,169,55,223193,stimuli/2-Inongruent.jpg,2,incongruent,z,left,z,TRUE,1,384,how we percieve size,no
llama,p0uwu2pmdrx,smaller,172,56,225464,stimuli/29-Congruent.jpg,29,congruent,m,right,m,TRUE,1,364,how we percieve size,no
llama,p0uwu2pmdrx,smaller,175,57,228261,stimuli/20-Inongruent.jpg,20,incongruent,z,left,z,TRUE,1,891,how we percieve size,no
llama,p0uwu2pmdrx,smaller,178,58,267190,stimuli/21-Inongruent.jpg,21,incongruent,z,left,z,TRUE,1,37022,how we percieve size,no
llama,p0uwu2pmdrx,smaller,181,59,269461,stimuli/5-Inongruent.jpg,5,incongruent,z,left,z,TRUE,1,368,how we percieve size,no
llama,p0uwu2pmdrx,smaller,184,60,271682,stimuli/22-Congruent.jpg,22,congruent,m,right,m,TRUE,1,316,how we percieve size,no
llama,p0uwu2pmdrx,smaller,187,61,274027,stimuli/34-Congruent.jpg,34,congruent,m,right,m,TRUE,1,442,how we percieve size,no
llama,p0uwu2pmdrx,smaller,190,62,276319,stimuli/21-Congruent.jpg,21,congruent,m,right,m,TRUE,1,386,how we percieve size,no
llama,p0uwu2pmdrx,smaller,193,63,278618,stimuli/18-Inongruent.jpg,18,incongruent,z,left,z,TRUE,1,394,how we percieve size,no
llama,p0uwu2pmdrx,smaller,196,64,280852,stimuli/19-Inongruent.jpg,19,incongruent,z,left,z,TRUE,1,328,how we percieve size,no
llama,p0uwu2pmdrx,smaller,199,65,283103,stimuli/30-Congruent.jpg,30,congruent,m,right,m,TRUE,1,345,how we percieve size,no
llama,p0uwu2pmdrx,smaller,202,66,285996,stimuli/36-Congruent.jpg,36,congruent,m,right,m,TRUE,1,987,how we percieve size,no
llama,p0uwu2pmdrx,smaller,205,67,288266,stimuli/1-Inongruent.jpg,1,incongruent,z,left,z,TRUE,1,365,how we percieve size,no
llama,p0uwu2pmdrx,smaller,208,68,290543,stimuli/12-Congruent.jpg,12,congruent,m,right,m,TRUE,1,372,how we percieve size,no
llama,p0uwu2pmdrx,smaller,211,69,292875,stimuli/32-Inongruent.jpg,32,incongruent,z,left,z,TRUE,1,425,how we percieve size,no
llama,p0uwu2pmdrx,smaller,214,70,295211,stimuli/22-Inongruent.jpg,22,incongruent,z,left,z,TRUE,1,431,how we percieve size,no
llama,p0uwu2pmdrx,smaller,217,71,297709,stimuli/3-Congruent.jpg,3,congruent,m,right,m,TRUE,1,592,how we percieve size,no
llama,p0uwu2pmdrx,smaller,220,72,300508,stimuli/36-Congruent.jpg,36,congruent,m,right,m,TRUE,1,893,how we percieve size,no
llama,p0uwu2pmdrx,smaller,223,73,302820,stimuli/13-Inongruent.jpg,13,incongruent,z,left,z,TRUE,1,406,how we percieve size,no
llama,p0uwu2pmdrx,smaller,226,74,305099,stimuli/28-Inongruent.jpg,28,incongruent,z,left,z,TRUE,1,375,how we percieve size,no
llama,p0uwu2pmdrx,smaller,229,75,307512,stimuli/25-Inongruent.jpg,25,incongruent,z,left,z,TRUE,1,507,how we percieve size,no
llama,p0uwu2pmdrx,smaller,232,76,309761,stimuli/23-Congruent.jpg,23,congruent,m,right,m,TRUE,1,343,how we percieve size,no
llama,p0uwu2pmdrx,smaller,235,77,312191,stimuli/1-Congruent.jpg,1,congruent,m,right,m,TRUE,1,523,how we percieve size,no
llama,p0uwu2pmdrx,smaller,238,78,314470,stimuli/23-Inongruent.jpg,23,incongruent,z,left,z,TRUE,1,373,how we percieve size,no
llama,p0uwu2pmdrx,smaller,241,79,316736,stimuli/20-Congruent.jpg,20,congruent,m,right,m,TRUE,1,362,how we percieve size,no
llama,p0uwu2pmdrx,smaller,244,80,319282,stimuli/27-Congruent.jpg,27,congruent,m,right,m,TRUE,1,640,how we percieve size,no
llama,p0uwu2pmdrx,smaller,247,81,321590,stimuli/14-Congruent.jpg,14,congruent,m,right,m,TRUE,1,403,how we percieve size,no
llama,p0uwu2pmdrx,smaller,250,82,323977,stimuli/2-Inongruent.jpg,2,incongruent,z,left,z,TRUE,1,483,how we percieve size,no
llama,p0uwu2pmdrx,smaller,253,83,327023,stimuli/34-Inongruent.jpg,34,incongruent,z,left,z,TRUE,1,1140,how we percieve size,no
llama,p0uwu2pmdrx,smaller,256,84,341894,stimuli/12-Congruent.jpg,12,congruent,m,right,m,TRUE,1,12965,how we percieve size,no
llama,p0uwu2pmdrx,smaller,259,85,344914,stimuli/29-Inongruent.jpg,29,incongruent,z,left,z,TRUE,1,1114,how we percieve size,no
llama,p0uwu2pmdrx,smaller,262,86,347195,stimuli/21-Inongruent.jpg,21,incongruent,m,left,z,FALSE,0,376,how we percieve size,no
llama,p0uwu2pmdrx,smaller,265,87,349308,stimuli/19-Inongruent.jpg,19,incongruent,z,left,z,TRUE,1,480,how we percieve size,no
llama,p0uwu2pmdrx,smaller,268,88,351865,stimuli/31-Congruent.jpg,31,congruent,m,right,m,TRUE,1,650,how we percieve size,no
llama,p0uwu2pmdrx,smaller,271,89,354313,stimuli/29-Inongruent.jpg,29,incongruent,z,left,z,TRUE,1,543,how we percieve size,no
llama,p0uwu2pmdrx,smaller,274,90,356738,stimuli/36-Inongruent.jpg,36,incongruent,z,left,z,TRUE,1,520,how we percieve size,no
llama,p0uwu2pmdrx,smaller,277,91,359084,stimuli/6-Congruent.jpg,6,congruent,m,right,m,TRUE,1,441,how we percieve size,no
llama,p0uwu2pmdrx,smaller,280,92,361359,stimuli/17-Inongruent.jpg,17,incongruent,z,left,z,TRUE,1,369,how we percieve size,no
llama,p0uwu2pmdrx,smaller,283,93,363693,stimuli/16-Inongruent.jpg,16,incongruent,z,left,z,TRUE,1,427,how we percieve size,no
llama,p0uwu2pmdrx,smaller,286,94,366051,stimuli/10-Inongruent.jpg,10,incongruent,z,left,z,TRUE,1,454,how we percieve size,no
llama,p0uwu2pmdrx,smaller,289,95,368433,stimuli/30-Inongruent.jpg,30,incongruent,z,left,z,TRUE,1,476,how we percieve size,no
llama,p0uwu2pmdrx,smaller,292,96,371033,stimuli/20-Inongruent.jpg,20,incongruent,z,left,z,TRUE,1,695,how we percieve size,no
llama,p0uwu2pmdrx,smaller,295,97,373703,stimuli/26-Inongruent.jpg,26,incongruent,z,left,z,TRUE,1,765,how we percieve size,no
llama,p0uwu2pmdrx,smaller,298,98,376157,stimuli/26-Congruent.jpg,26,congruent,m,right,m,TRUE,1,549,how we percieve size,no
llama,p0uwu2pmdrx,smaller,301,99,379544,stimuli/17-Congruent.jpg,17,congruent,m,right,m,TRUE,1,1482,how we percieve size,no
llama,p0uwu2pmdrx,smaller,304,100,381882,stimuli/3-Inongruent.jpg,3,incongruent,z,left,z,TRUE,1,431,how we percieve size,no
llama,p0uwu2pmdrx,smaller,307,101,384259,stimuli/19-Congruent.jpg,19,congruent,m,right,m,TRUE,1,470,how we percieve size,no
llama,p0uwu2pmdrx,smaller,310,102,386582,stimuli/33-Congruent.jpg,33,congruent,m,right,m,TRUE,1,417,how we percieve size,no
llama,p0uwu2pmdrx,smaller,313,103,389171,stimuli/8-Congruent.jpg,8,congruent,m,right,m,TRUE,1,683,how we percieve size,no
llama,p0uwu2pmdrx,smaller,316,104,391606,stimuli/2-Congruent.jpg,2,congruent,m,right,m,TRUE,1,529,how we percieve size,no
llama,p0uwu2pmdrx,smaller,319,105,393930,stimuli/35-Inongruent.jpg,35,incongruent,z,left,z,TRUE,1,419,how we percieve size,no
llama,p0uwu2pmdrx,smaller,322,106,396770,stimuli/31-Inongruent.jpg,31,incongruent,z,left,z,TRUE,1,934,how we percieve size,no
llama,p0uwu2pmdrx,smaller,325,107,399145,stimuli/27-Inongruent.jpg,27,incongruent,z,left,z,TRUE,1,469,how we percieve size,no
llama,p0uwu2pmdrx,smaller,328,108,401429,stimuli/22-Inongruent.jpg,22,incongruent,z,left,z,TRUE,1,379,how we percieve size,no
llama,p0uwu2pmdrx,smaller,331,109,403796,stimuli/6-Congruent.jpg,6,congruent,m,right,m,TRUE,1,460,how we percieve size,no
llama,p0uwu2pmdrx,smaller,334,110,406061,stimuli/7-Inongruent.jpg,7,incongruent,z,left,z,TRUE,1,359,how we percieve size,no
llama,p0uwu2pmdrx,smaller,337,111,408352,stimuli/31-Congruent.jpg,31,congruent,m,right,m,TRUE,1,385,how we percieve size,no
llama,p0uwu2pmdrx,smaller,340,112,410655,stimuli/8-Inongruent.jpg,8,incongruent,z,left,z,TRUE,1,399,how we percieve size,no
llama,p0uwu2pmdrx,smaller,343,113,412931,stimuli/25-Congruent.jpg,25,congruent,m,right,m,TRUE,1,369,how we percieve size,no
llama,p0uwu2pmdrx,smaller,346,114,415240,stimuli/12-Inongruent.jpg,12,incongruent,z,left,z,TRUE,1,402,how we percieve size,no
llama,p0uwu2pmdrx,smaller,349,115,417546,stimuli/6-Inongruent.jpg,6,incongruent,z,left,z,TRUE,1,400,how we percieve size,no
llama,p0uwu2pmdrx,smaller,352,116,419792,stimuli/23-Inongruent.jpg,23,incongruent,z,left,z,TRUE,1,340,how we percieve size,no
llama,p0uwu2pmdrx,smaller,355,117,422085,stimuli/23-Congruent.jpg,23,congruent,m,right,m,TRUE,1,388,how we percieve size,no
llama,p0uwu2pmdrx,smaller,358,118,424434,stimuli/13-Inongruent.jpg,13,incongruent,z,left,z,TRUE,1,443,how we percieve size,no
llama,p0uwu2pmdrx,smaller,361,119,426816,stimuli/32-Inongruent.jpg,32,incongruent,z,left,z,TRUE,1,477,how we percieve size,no
llama,p0uwu2pmdrx,smaller,364,120,429107,stimuli/22-Congruent.jpg,22,congruent,m,right,m,TRUE,1,384,how we percieve size,no
llama,p0uwu2pmdrx,smaller,367,121,431470,stimuli/24-Congruent.jpg,24,congruent,z,right,m,FALSE,0,459,how we percieve size,no
llama,p0uwu2pmdrx,smaller,370,122,433648,stimuli/1-Inongruent.jpg,1,incongruent,z,left,z,TRUE,1,453,how we percieve size,no
llama,p0uwu2pmdrx,smaller,373,123,436117,stimuli/30-Inongruent.jpg,30,incongruent,z,left,z,TRUE,1,562,how we percieve size,no
llama,p0uwu2pmdrx,smaller,376,124,438514,stimuli/20-Congruent.jpg,20,congruent,m,right,m,TRUE,1,493,how we percieve size,no
llama,p0uwu2pmdrx,smaller,379,125,440854,stimuli/10-Congruent.jpg,10,congruent,m,right,m,TRUE,1,434,how we percieve size,no
llama,p0uwu2pmdrx,smaller,382,126,443481,stimuli/4-Congruent.jpg,4,congruent,m,right,m,TRUE,1,721,how we percieve size,no
llama,p0uwu2pmdrx,smaller,385,127,445816,stimuli/29-Congruent.jpg,29,congruent,m,right,m,TRUE,1,429,how we percieve size,no
llama,p0uwu2pmdrx,smaller,388,128,448171,stimuli/9-Congruent.jpg,9,congruent,m,right,m,TRUE,1,450,how we percieve size,no
llama,p0uwu2pmdrx,smaller,391,129,450515,stimuli/4-Congruent.jpg,4,congruent,m,right,m,TRUE,1,438,how we percieve size,no
llama,p0uwu2pmdrx,smaller,394,130,453142,stimuli/18-Inongruent.jpg,18,incongruent,z,left,z,TRUE,1,722,how we percieve size,no
llama,p0uwu2pmdrx,smaller,397,131,455507,stimuli/9-Inongruent.jpg,9,incongruent,z,left,z,TRUE,1,460,how we percieve size,no
llama,p0uwu2pmdrx,smaller,400,132,458234,stimuli/12-Inongruent.jpg,12,incongruent,z,left,z,TRUE,1,822,how we percieve size,no
llama,p0uwu2pmdrx,smaller,403,133,460721,stimuli/30-Congruent.jpg,30,congruent,m,right,m,TRUE,1,582,how we percieve size,no
